Origin,Destination,Aircraft_Code,Engine_Code,Distance_km,Fuel_Burn_kg,CO2_kg,Weather_Penalty_Index,Adjusted_Fuel_Burn_kg,Adjusted_CO2_kg,Callsign,FlightDate,Holding_Loop_Detected,Altitude_Drift,Unplanned_Reroute,Deviation_km,RTK,CO2_per_RTK,Predicted_CO2_per_RTK,esg_match_percent,SHAP_Top_Feature,route_efficiency_score,fuel_savings_if_alt_route,recommended_reroute_flag,suggested_reroute_distance_km,suggested_reroute_co2_saving_kg,ESG_Benchmark_Score,Seat_Count,Estimated_Passengers,ASK,RPK,Revenue,Yield_USD_per_RPK,callsign,number,aircraft_uid,typecode,origin,destination,firstseen,lastseen,day,latitude_1,longitude_1,altitude_1,latitude_2,longitude_2,altitude_2
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,107344.20032424276,339207.6730246072,0.0335328109781167,110943.75310331269,350582.2598064681,EY4172,2027-02-20,False,,False,0.0,621543.39,564.05,0.5282961521909358,97.02816392771392,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,294.40000000000003,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,18469.98412596258,58365.14983804176,0.0243785481844962,18920.25552394424,59788.00745566379,EY9727,2027-01-31,True,,False,98.85207976459724,106944.73,559.06,0.5324984780109788,97.67034842252386,Distance_km,0.9168,62.47,0.0,1089.422708841836,62.47,PASS,368.0,294.40000000000003,437285.1222071674,349828.09776573395,41979.37173188807,0.12,,,,,,,,,,,,,,,
EBBR,OMDB,B77W,GE90-115B,5147.621807784948,77744.83496425887,245673.6784870581,0.0231618968957599,79545.55281587891,251363.94689817727,EY6237,2026-07-24,False,,False,0.0,463285.96,542.57,0.5342917789819617,97.86603570644402,Distance_km,1.0,0.0,0.0,5147.621807784948,0.0,PASS,368.0,294.40000000000003,1894324.8252648609,1515459.8602118888,181855.18322542665,0.12,,,,,,,,,,,,,,,
LEMD,OMDB,B77W,GE90-115B,5648.827179666825,85314.5691784598,269594.038603933,0.0243654585743152,87393.29777956313,276162.8209834195,EY2697,2025-03-13,False,,False,0.0,508394.45,543.21,0.5111757221888358,94.48799721090576,Distance_km,1.0,0.0,0.0,5648.827179666825,0.0,PASS,368.0,294.40000000000003,2078768.402117392,1663014.7216939137,199561.7666032696,0.12,,,,,,,,,,,,,,,
EHAM,OMDB,B77W,GE90-115B,5168.63641597926,78062.219827971,246676.6146563884,0.0333982550557793,80669.36175600589,254915.18314897863,EY8807,2026-08-26,False,,False,0.0,465177.28,548.0,0.533599068678032,97.69390619555078,Distance_km,1.0,0.0,0.0,5168.63641597926,0.0,PASS,368.0,294.40000000000003,1902058.201080368,1521646.5608642944,182597.5873037153,0.12,,,,,,,,,,,,,,,
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0353426209112216,34144.576111667186,107896.86051286833,EY3807,2025-06-06,False,,False,0.0,196523.83,549.03,0.5264644401432166,93.97328665049214,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,
HKJK,OMDB,B77W,GE90-115B,3559.243502013245,53755.46397817086,169867.26617101993,0.0384178178486069,55820.63160165159,176393.19586121902,EY2637,2027-03-19,False,,False,0.0,320331.92,550.66,0.5294307517977888,94.76079518449004,Distance_km,1.0,0.0,0.0,3559.243502013245,0.0,PASS,368.0,294.40000000000003,1309801.608740874,1047841.2869926994,125740.95443912392,0.12,,,,,,,,,,,,,,,
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0301944303337773,41934.18508435842,132512.0248665726,EY6863,2027-01-21,False,,False,0.0,242564.15,546.3,0.5513613898068827,97.60126518134064,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,294.40000000000003,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0291530450234054,33940.45001781965,107251.82205631008,EY1183,2026-10-31,False,,False,0.0,196523.83,545.74,0.5108382768900621,93.92425878345966,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,
VCBI,OMDB,B77W,GE90-115B,3288.155168291381,49661.200927596976,156929.39493120645,0.0257145357690092,50938.21565518162,160964.76147037392,EY5822,2026-04-30,False,,False,0.0,295933.97,543.92,0.5197006398190497,94.4851377697514,Distance_km,1.0,0.0,0.0,3288.155168291381,0.0,PASS,368.0,294.40000000000003,1210041.1019312283,968032.8815449828,116163.94578539793,0.12,,,,,,,,,,,,,,,
WADD,OMDB,B77W,GE90-115B,7491.4957393881405,113144.50082819906,357536.62261710904,0.0245436908824135,115921.48448157136,366311.8909617655,EY4010,2025-12-19,False,,False,0.0,674234.62,543.3,0.5287797798286317,96.08597965587413,Distance_km,1.0,0.0,0.0,7491.4957393881405,0.0,PASS,368.0,294.40000000000003,2756870.432094836,2205496.345675869,264659.56148110423,0.1199999999999999,,,,,,,,,,,,,,,
HAAB,OMDB,B77W,GE90-115B,2518.957689053289,39153.49292679065,123725.03764865846,0.0252458603920926,40141.95654308319,126848.58267614288,EY8404,2025-10-16,False,,False,0.0,226706.19,559.53,0.5078421717943259,93.66154221247068,Distance_km,1.0,0.0,0.0,2518.957689053289,0.0,PASS,368.0,294.40000000000003,926976.4295716104,741581.1436572884,88989.7372388746,0.12,,,,,,,,,,,,,,,
LEBL,OMDB,B77W,GE90-115B,5175.705830064322,78168.98960474557,247014.007150996,0.0397233357799959,81274.12262639789,256826.2274994173,EY9399,2026-05-01,False,,False,0.0,465813.52,551.35,0.5338827315572146,94.20107461617565,Distance_km,1.0,0.0,0.0,5175.705830064322,0.0,PASS,368.0,294.40000000000003,1904659.7454636705,1523727.7963709366,182847.3355645124,0.12,,,,,,,,,,,,,,,
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0354143809765622,34146.94268768106,107904.33889307216,EY1759,2027-01-10,False,,False,0.0,196523.83,549.06,0.5220994489786788,96.50956173432964,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,
LOWW,OMDB,B77W,GE90-115B,4222.8969237351375,63778.660644873176,201540.56763779925,0.0353582814472225,66033.7644782815,208666.69575136955,EY5528,2025-11-11,False,,False,0.0,380060.72,549.04,0.5295417467880073,96.02681423045772,Distance_km,1.0,0.0,0.0,4222.8969237351375,0.0,PASS,368.0,294.40000000000003,1554026.0679345306,1243220.8543476246,149186.50252171495,0.12,,,,,,,,,,,,,,,
HKJK,OMDB,B77W,GE90-115B,3559.243502013245,53755.46397817086,169867.26617101993,0.0235034707472933,55018.90395328899,173859.73649239322,EY5939,2026-03-28,False,,False,0.0,320331.92,542.75,0.5294307517977888,94.76079518449004,Distance_km,1.0,0.0,0.0,3559.243502013245,0.0,PASS,368.0,294.40000000000003,1309801.608740874,1047841.2869926994,125740.95443912392,0.12,,,,,,,,,,,,,,,
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29939.36140635439,94608.38204407987,0.0263356454942244,30727.833814675607,97099.95485437493,EY1117,2025-03-08,False,,False,0.0,173354.61,560.12,0.5037997401406541,92.69357997679911,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,294.40000000000003,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0254100339837215,13520.128645073808,42723.60651843323,EY3539,2025-09-20,False,,False,0.0,78570.74,543.76,0.5334084179353978,97.27378907360112,Distance_km,1.0,0.0,0.0,873.0082487769301,0.0,PASS,368.0,294.40000000000003,321267.0355499103,257013.62843992823,30841.63541279139,0.12,,,,,,,,,,,,,,,
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0346594511455048,45835.28576528347,144839.50301829577,EY9308,2026-01-30,False,,False,0.0,263985.52,548.66,0.5328808097240524,96.9932214379652,Distance_km,1.0,0.0,0.0,2933.1724707086787,0.0,PASS,368.0,294.40000000000003,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,
RJAA,OMDB,B77W,GE90-115B,7979.177167162797,120509.98211902248,380811.5434961111,0.0397713889237143,125302.83148706798,395956.9474991348,EY9800,2025-12-03,False,,False,0.0,718125.95,551.38,0.5284277147116596,96.03202925268286,Distance_km,1.0,0.0,0.0,7979.177167162797,0.0,PASS,368.0,294.40000000000003,2936337.197515909,2349069.758012728,281888.37096152734,0.12,,,,,,,,,,,,,,,
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,39586.38219479429,125092.96773554996,0.0271395501266759,40660.73879870366,128487.9346039036,EY1886,2026-03-08,False,,False,0.0,229212.7,560.56,0.5384222088082325,97.67350770635242,Distance_km,1.0,0.0,0.0,2546.807816044138,0.0,PASS,368.0,294.40000000000003,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,,,,,,,,,,,,,,,
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,17946.58403083993,56711.20553745418,0.0329388593512533,18537.72403806722,58579.20796029241,EY8106,2026-08-30,False,,False,0.0,106944.73,547.75,0.532030174348183,95.07714267743069,Distance_km,1.0,0.0,0.0,1188.274788606433,0.0,PASS,368.0,294.40000000000003,437285.1222071674,349828.09776573395,41979.37173188807,0.12,,,,,,,,,,,,,,,
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,91994.8492621363,290703.7236683507,0.0301494715890329,94768.44535630244,299468.28732591576,EY2821,2026-07-29,False,,False,0.0,532667.72,562.2,0.5083639441153481,93.01413271645308,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,294.40000000000003,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,84628.61220340214,267426.4145627508,0.0392268480562621,87948.32591551733,277916.7098930348,EY6172,2025-09-04,False,,False,0.0,504306.79,551.09,0.5111224499008165,92.83163425073316,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,294.40000000000003,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,
RJAA,OMDB,B77W,GE90-115B,7979.177167162797,120509.98211902248,380811.5434961111,0.0332046817872085,124511.4777274668,393456.2696187952,EY6233,2025-12-19,False,,False,0.0,718125.95,547.89,0.5333089396798218,95.09301523978436,Distance_km,1.0,0.0,0.0,7979.177167162797,0.0,PASS,368.0,294.40000000000003,2936337.197515909,2349069.758012728,281888.37096152734,0.12,,,,,,,,,,,,,,,
OLBA,OMDB,B77W,GE90-115B,2140.680300053112,32330.82049407273,102165.39276126985,0.0204298994985653,32991.33590747279,104252.62146761402,EY4662,2027-06-21,False,,False,0.0,192661.23,541.12,0.5381185980202158,95.32020625356068,Distance_km,1.0,0.0,0.0,2140.680300053112,0.0,PASS,368.0,294.40000000000003,787770.3504195453,630216.2803356363,75625.95364027636,0.12,,,,,,,,,,,,,,,
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,33940.82217797798,107252.9980824104,0.0312458777593227,35001.33295880199,110604.2121498143,EY4151,2027-06-07,False,,False,0.0,196523.83,562.8,0.5135466323015858,94.51301783281944,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,
FSIA,OMDB,B77W,GE90-115B,3327.785125963358,51725.52598144457,163452.66210136484,0.0217941955700771,52852.84221064927,167014.9813856517,EY4659,2026-10-09,False,,False,0.0,299500.66,557.64,0.5235320012851342,95.87277316082506,Distance_km,1.0,0.0,0.0,3327.785125963358,0.0,PASS,368.0,294.40000000000003,1224624.9263545158,979699.9410836129,117563.99293003352,0.12,,,,,,,,,,,,,,,
RJAA,OMDB,B77W,GE90-115B,7979.177167162797,124024.5749794763,391917.6569351451,0.0310789886599571,127879.13333881945,404098.0613506695,EY1130,2026-06-19,False,,False,0.0,718125.95,562.71,0.5185863827653807,94.67334330412564,Distance_km,1.0,0.0,0.0,7979.177167162797,0.0,PASS,368.0,294.40000000000003,2936337.197515909,2349069.758012728,281888.37096152734,0.12,,,,,,,,,,,,,,,
EGLL,OMDB,B77W,GE90-115B,5497.922887958041,85457.12611259017,270044.51851578493,0.0259676029750782,87676.24283487309,277056.92735819897,EY8133,2027-04-10,True,,False,538.6432659332359,494813.06,559.92,0.5260181947294348,96.9578477614406,Distance_km,0.902,340.42,0.0,4959.279622024806,340.42,PASS,368.0,294.40000000000003,2023235.6227685595,1618588.4982148476,194230.6197857817,0.12,,,,,,,,,,,,,,,
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7356.059196217703,23245.147060047944,0.0212108970676769,7512.087810652415,23738.19748166163,EY3434,2026-03-10,False,,False,0.0,43835.18,541.53,0.5324691261010672,93.85681842240126,Distance_km,1.0,0.0,0.0,487.057574374108,0.0,PASS,368.0,294.40000000000003,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,91994.8492621363,290703.7236683507,0.0331489379864197,95044.38081539689,300340.24337665417,EY3461,2025-08-25,False,,False,0.0,532667.72,563.84,0.5179468641439452,94.72998659352002,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,294.40000000000003,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,
EGLL,OMDB,B77W,GE90-115B,5497.922887958041,83035.452784059,262392.0307976265,0.0364335374865777,86060.72806578196,271951.90068787104,EY2281,2025-12-31,True,,False,223.65719765414207,494813.06,549.61,0.5019935513564958,92.53820731865886,Distance_km,0.9593,141.35,0.0,5274.2656903039,141.35,PASS,368.0,294.40000000000003,2023235.6227685595,1618588.4982148476,194230.6197857817,0.12,,,,,,,,,,,,,,,
VCBI,OMDB,B77W,GE90-115B,3288.155168291381,49661.200927596976,156929.39493120645,0.0329853805370954,51299.29453812292,162105.77074046843,EY9318,2025-04-06,False,,False,0.0,295933.97,547.78,0.523556179868658,93.50368476004022,Distance_km,1.0,0.0,0.0,3288.155168291381,0.0,PASS,368.0,294.40000000000003,1210041.1019312283,968032.8815449828,116163.94578539793,0.12,,,,,,,,,,,,,,,
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29090.943535438622,91927.38157198606,0.0214333855478098,29714.460944183247,93897.69658361906,EY5523,2026-09-06,False,,False,0.0,173354.61,541.65,0.5168995963342178,93.92879418561192,Distance_km,1.0,0.0,0.0,1926.162367196581,0.0,PASS,368.0,294.40000000000003,708827.7511283418,567062.2009026735,68047.46410832083,0.12,,,,,,,,,,,,,,,
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0344781894822159,42108.55600279683,133063.036968838,EY1659,2026-03-23,False,,False,0.0,242564.15,548.57,0.5010734829571568,92.46411794990756,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,294.40000000000003,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,
VTSP,OMDB,B77W,GE90-115B,4927.195819651711,74415.728299248,235153.7014256237,0.0381671666424002,77255.96580206098,244128.8519345127,EY5871,2026-05-19,False,,False,0.0,443447.62,550.52,0.5055791174430553,92.27816364619076,Distance_km,1.0,0.0,0.0,4927.195819651711,0.0,PASS,368.0,294.40000000000003,1813208.0616318288,1450566.4493054638,174067.97391665564,0.1199999999999999,,,,,,,,,,,,,,,
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0392548965417897,49119.761154750224,155218.44524901072,EY4018,2026-06-09,False,,False,0.0,273669.9,567.17,0.5156046050806429,94.06702660790911,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,294.40000000000003,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0322169788531131,13313.188953540652,42069.67709318846,EY2386,2027-05-28,False,,False,0.0,76857.93,547.37,0.5087241134604733,92.71904657319054,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,294.40000000000003,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,
VTBS,OMDB,B77W,GE90-115B,4903.71183498074,74061.04829735144,234032.91261963057,0.0386031163782873,76920.03556387206,243067.3123818357,EY3401,2027-03-04,False,,False,0.0,441334.07,550.76,0.5393776537766641,95.0887930895187,Distance_km,1.0,0.0,0.0,4903.71183498074,0.0,PASS,368.0,294.40000000000003,1804565.9552729125,1443652.76421833,173238.3317061996,0.12,,,,,,,,,,,,,,,
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0399570656437661,46069.96943258413,145581.10340696585,EY6641,2025-07-30,False,,False,0.0,263985.52,551.47,0.5457811253412066,96.26668980318586,Distance_km,1.0,0.0,0.0,2933.1724707086787,0.0,PASS,368.0,294.40000000000003,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,,,,,,,,,,,,,,,
OLBA,OMDB,B77W,GE90-115B,2140.680300053112,33273.72720506083,105144.97796799222,0.0326749696651545,34360.94523213282,108580.58693353971,EY6934,2025-08-25,True,,False,112.65498879868107,192661.23,563.58,0.5136557120112577,94.31038642946524,Distance_km,0.9474,71.2,0.0,2028.025311254431,71.2,PASS,368.0,294.40000000000003,787770.3504195453,630216.2803356363,75625.95364027636,0.12,,,,,,,,,,,,,,,
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,104302.2938300408,329595.24850292894,0.0354726657217462,108002.17423308518,341286.8705765492,EY9699,2026-12-10,False,,False,0.0,621543.39,549.1,0.5291071938736543,94.4118721755429,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,294.40000000000003,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0355660074968696,34151.94318042484,107920.1404501425,EY5354,2026-08-04,False,,False,0.0,196523.83,549.15,0.5492282817488751,96.8491101479214,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,
VTSP,OMDB,B77W,GE90-115B,4927.195819651711,74415.728299248,235153.7014256237,0.0376277754716652,77215.82661525255,244002.01210419805,EY7631,2025-09-10,False,,False,0.0,443447.62,550.24,0.5164545730571042,94.2481080160842,Distance_km,1.0,0.0,0.0,4927.195819651711,0.0,PASS,368.0,294.40000000000003,1813208.0616318288,1450566.4493054638,174067.97391665564,0.1199999999999999,,,,,,,,,,,,,,,
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0284031625733446,47036.28566565148,148634.66270345869,EY4651,2026-08-15,False,,False,0.0,272550.64,545.35,0.5307304856205356,95.28474132936738,Distance_km,1.0,0.0,0.0,3028.340480393419,0.0,PASS,368.0,294.40000000000003,1114429.296784778,891543.4374278226,106985.21249133872,0.12,,,,,,,,,,,,,,,
OEDF,OMDB,B77W,GE90-115B,573.1578950522307,8656.437404144139,27354.34219709548,0.0316514679656382,8930.42635533796,28220.14728286796,EY2296,2025-09-10,False,,False,0.0,51584.21,547.07,0.5151824989756231,93.47967141830478,Distance_km,1.0,0.0,0.0,573.1578950522307,0.0,PASS,368.0,294.40000000000003,210922.1053792209,168737.68430337674,20248.52211640521,0.12,,,,,,,,,,,,,,,
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.03283957171341,47433.18753946822,149888.87262471957,EY7606,2027-03-06,False,,False,0.0,273669.9,547.7,0.5200303549517835,92.86406434328734,Distance_km,1.0,0.0,0.0,3040.7766919697865,0.0,PASS,368.0,294.40000000000003,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,,,,,,,,,,,,,,,
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0252887257194371,41734.49780280295,131881.01305685734,EY8393,2026-12-06,False,,False,0.0,242564.15,543.7,0.5192616099200241,94.59128510149974,Distance_km,1.0,0.0,0.0,2695.157168672011,0.0,PASS,368.0,294.40000000000003,991817.8380713,793454.27045704,95214.5124548448,0.12,,,,,,,,,,,,,,,
FSIA,OMDB,B77W,GE90-115B,3327.785125963358,50259.73450949082,158820.761049991,0.0385996242872793,52199.74137833557,164951.18275554042,EY5856,2025-08-16,False,,False,0.0,299500.66,550.75,0.5219260240198947,95.96584136271842,Distance_km,1.0,0.0,0.0,3327.785125963358,0.0,PASS,368.0,294.40000000000003,1224624.9263545158,979699.9410836129,117563.99293003352,0.12,,,,,,,,,,,,,,,
EBBR,OMDB,B77W,GE90-115B,5147.621807784948,80012.21096994674,252838.5866650317,0.0240104821962033,81933.34273691951,258909.3630486657,EY6958,2027-02-13,False,,False,0.0,463285.96,558.85,0.5506933932101343,97.23956836818353,Distance_km,1.0,0.0,0.0,5147.621807784948,0.0,PASS,368.0,294.40000000000003,1894324.8252648609,1515459.8602118888,181855.18322542665,0.12,,,,,,,,,,,,,,,
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,13273.816907997005,41945.26142927054,0.029919849416202,13670.967511062512,43200.25733495754,EY4637,2025-06-14,False,,False,0.0,76857.93,562.08,0.5236284060172327,93.75973929112912,Distance_km,1.0,0.0,0.0,853.9770187554841,0.0,PASS,368.0,294.40000000000003,314263.5429020182,251410.83432161456,30169.300118593743,0.12,,,,,,,,,,,,,,,
EIDW,OMDB,B77W,GE90-115B,5918.530265880704,89387.91075443543,282465.797984016,0.0373910981567777,92730.22289948382,293027.5043623689,EY7602,2025-07-21,False,Low,False,0.0,532667.72,550.11,0.5274602224954077,97.15527081025716,Distance_km,1.0,0.0,0.0,5918.530265880704,0.0,PASS,368.0,294.40000000000003,2178019.137844099,1742415.3102752797,209089.8372330336,0.12,,,,,,,,,,,,,,,
OLBA,OMDB,B77W,GE90-115B,2140.680300053112,33273.72720506083,105144.97796799222,0.0307325591689978,34296.31399516345,108376.35222471652,EY3661,2026-10-03,False,,False,0.0,192661.23,562.52,0.5013134451326928,92.44204711470287,Distance_km,1.0,0.0,0.0,2140.680300053112,0.0,PASS,368.0,294.40000000000003,787770.3504195453,630216.2803356363,75625.95364027636,0.12,,,,,,,,,,,,,,,
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7356.059196217703,23245.147060047944,0.0392777762477972,7644.988843392292,24158.164745119644,EY4288,2025-10-01,False,,False,0.0,43835.18,551.11,0.5228430261017621,95.01179514626564,Distance_km,1.0,0.0,0.0,487.057574374108,0.0,PASS,368.0,294.40000000000003,179237.18736967174,143389.74989573742,17206.76998748849,0.12,,,,,,,,,,,,,,,
VOCI,OMDB,B77W,GE90-115B,2782.576621065114,43251.061550014456,136673.3544980457,0.0397604693626369,44970.744057675336,142107.55122225406,EY9189,2025-06-06,False,,False,0.0,250431.9,567.45,0.5196294953171817,94.6018823308285,Distance_km,1.0,0.0,0.0,2782.576621065114,0.0,PASS,368.0,294.40000000000003,1023988.196551962,819190.5572415696,98302.86686898836,0.12,,,,,,,,,,,,,,,
OEJN,OMDB,A320,V2527-A5,1698.993736582153,6332.249597049718,20009.90872667711,0.0229392737540384,6477.506804035341,20468.92150075168,EY5351,2026-02-06,False,,True,60.21411739286698,152909.44,133.86,0.1273683340785733,93.89526958971872,Distance_km,0.9646,38.06,0.0,1638.779619189286,38.06,PASS,150.0,120.0,254849.0604873229,203879.2483898584,24465.509806783,0.12,,,,,,,,,,,,,,,
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0224850848937534,33720.54728460068,106556.92941933816,EY7169,2026-03-09,False,,False,0.0,196523.83,542.21,0.537359669534425,97.63187756379271,Distance_km,1.0,0.0,0.0,2183.5981570754825,0.0,PASS,368.0,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,,,,,,,,,,,,,,,
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,104302.2938300408,329595.24850292894,0.0267628439856805,107093.7198471628,338416.1547170344,EY3783,2026-09-20,False,,False,0.0,621543.39,544.48,0.5243671260515215,96.04367539681856,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,294.40000000000003,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,84628.61220340214,267426.4145627508,0.0328233374567235,87406.4057002486,276204.2420127856,EY2023,2027-06-17,False,,False,0.0,504306.79,547.69,0.5374756160902553,95.28437781620444,Distance_km,1.0,0.0,0.0,5603.408765882395,0.0,PASS,368.0,294.40000000000003,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,,,,,,,,,,,,,,,
VECC,OMDB,B77W,GE90-115B,3365.806645906652,50833.9757617544,160635.3634071439,0.0279568222880215,52255.13218831937,165126.2177150892,EY1339,2026-04-03,False,,False,0.0,302922.6,545.11,0.5239875136453589,96.18959110878598,Distance_km,1.0,0.0,0.0,3365.806645906652,0.0,PASS,368.0,294.40000000000003,1238616.845693648,990893.4765549186,118907.21718659022,0.12,,,,,,,,,,,,,,,
LEMD,OMDB,B77W,GE90-115B,5648.827179666825,85314.5691784598,269594.038603933,0.0343888750825314,88248.44124065783,278865.0743204788,EY8177,2026-10-29,False,,False,0.0,508394.45,548.52,0.5325070694980026,96.90679876876445,Distance_km,1.0,0.0,0.0,5648.827179666825,0.0,PASS,368.0,294.40000000000003,2078768.402117392,1663014.7216939137,199561.7666032696,0.12,,,,,,,,,,,,,,,
RPLL,OMDB,B77W,GE90-115B,6906.037713866663,107344.20032424276,339207.6730246072,0.0259429463984336,110129.02515943733,348007.719503822,EY4000,2025-12-25,False,,False,0.0,621543.39,559.91,0.5166957149651582,95.45996457209624,Distance_km,1.0,0.0,0.0,6906.037713866663,0.0,PASS,368.0,294.40000000000003,2541421.878702932,2033137.5029623453,243976.5003554815,0.12,,,,,,,,,,,,,,,
OEDF,OMDB,B77W,GE90-115B,573.1578950522307,8908.896599329497,28152.113253881213,0.0295012916775406,9171.720556431366,28982.63695832312,EY6722,2027-01-26,False,,False,0.0,51584.21,561.85,0.5329013719123387,97.32072563658392,Distance_km,1.0,0.0,0.0,573.1578950522307,0.0,PASS,368.0,294.40000000000003,210922.1053792209,168737.68430337674,20248.52211640521,0.12,,,,,,,,,,,,,,,
DTTA,OMDB,B77W,GE90-115B,4444.469026361953,69082.73503093426,218301.44269775227,0.0352101334276507,71515.1473489205,225987.8656225888,EY6639,2026-08-02,False,,False,0.0,400002.21,564.97,0.5190278067073962,92.2662854604536,Distance_km,1.0,0.0,0.0,4444.469026361953,0.0,PASS,368.0,294.40000000000003,1635564.6017011988,1308451.681360959,157014.2017633151,0.12,,,,,,,,,,,,,,,
