Origin,Destination,Aircraft_Code,Engine_Code,Distance_km,Fuel_Burn_kg,CO2_kg,Weather_Penalty_Index,Adjusted_Fuel_Burn_kg,Adjusted_CO2_kg,Callsign,FlightDate,Holding_Loop_Detected,Altitude_Drift,Unplanned_Reroute,Deviation_km_x,RTK,CO2_per_RTK,Predicted_CO2_per_RTK,esg_match_percent,SHAP_Top_Feature,route_efficiency_score,fuel_savings_if_alt_route,recommended_reroute_flag,suggested_reroute_distance_km,suggested_reroute_co2_saving_kg,ESG_Benchmark_Score,Seat_Count,Estimated_Passengers,ASK,RPK,Revenue,Yield_USD_per_RPK,Anomaly_Score,Deviation_km_y
EBBR,OMDB,B77W,GE90-115B,5147.621807784948,77744.83496425887,245673.6784870581,0.029525257482133,80040.27123448455,252927.2571009712,EY2936,2025-10-13 23:00:00,False,,False,0.0,463285.96,545.94,0.5190377793076866,92.0996962855793,Distance_km,1.0,0.0,0,5147.621807784948,0.0,PASS,368,294.40000000000003,1894324.8252648609,1515459.8602118888,181855.18322542665,0.12,0.0096539951921987,0.0
RJAA,OMDB,B77W,GE90-115B,7979.177167162797,120509.98211902248,380811.5434961111,0.0309963986590547,124245.35756717924,392615.3299122864,EY4216,2025-05-12 09:00:00,False,,False,0.0,718125.95,546.72,0.5245696777805706,95.30715025702465,Distance_km,1.0,0.0,0,7979.177167162797,0.0,PASS,368,294.40000000000003,2936337.197515909,2349069.758012728,281888.37096152734,0.12,0.0083124017048511,0.0
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0240562927934825,39389.90365525282,124472.09555059893,EY2128,2026-09-27 13:00:00,False,,False,0.0,229212.7,543.04,0.5365387693362368,97.3665563193121,Distance_km,1.0,0.0,0,2546.807816044138,0.0,PASS,368,294.40000000000003,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,0.0113564465444903,0.0
NZAA,OMDB,B77W,GE90-115B,14200.516702130624,214471.23907679072,677729.1154826587,0.0230447688429292,219413.679204772,693347.2262870795,EY7539,2026-05-18 21:00:00,False,,False,0.0,1278046.5,542.51,0.5345982499429229,97.9232665430486,Distance_km,1.0,0.0,0,14200.516702130624,0.0,PASS,368,294.40000000000003,5225790.14638407,4180632.117107256,501675.8540528708,0.12,0.0084708981160453,0.0
EDDF,OMDB,B77W,GE90-115B,4843.202576645297,73147.17340934313,231145.0679735243,0.0389761910328304,75998.17161365726,240154.22229915697,EY2301,2026-08-03 22:00:00,False,High,False,0.0,435888.23,550.95,0.5173623385231096,93.90468148490416,Distance_km,1.0,0.0,0,4843.202576645297,0.0,PASS,368,294.40000000000003,1782298.5482054693,1425838.8385643756,171100.66062772507,0.12,0.0098920010778897,0.0
OPLA,OMDB,B77W,GE90-115B,1985.19567584466,30856.947375599582,97507.9537068947,0.0271373305650463,31694.32255675947,100154.05927935994,EY5929,2027-06-28 03:00:00,False,,False,0.0,178667.61,560.56,0.5149035856395557,94.33504607874292,Distance_km,1.0,0.0,0,1985.19567584466,0.0,PASS,368,294.40000000000003,730552.0087108349,584441.6069686679,70132.99283624016,0.12,0.1236983053258339,0.0
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0257599472573607,33828.54900786694,106898.21486485952,EY3879,2026-03-16 09:00:00,False,,False,0.0,196523.83,543.95,0.5157873347683681,93.86761429233997,Distance_km,1.0,0.0,0,2183.5981570754825,0.0,PASS,368,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,0.0025561331682284,0.0
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0309423473953759,33999.45944116664,107438.2918340866,EY4432,2026-02-27 02:00:00,False,,False,0.0,196523.83,546.69,0.5108961227711375,92.73251229605154,Distance_km,1.0,0.0,0,2183.5981570754825,0.0,PASS,368,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,0.0043123333450691,0.0
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,17946.58403083993,56711.20553745418,0.024830323674627,18392.203521179577,58119.36312692747,EY6903,2025-09-09 10:00:00,False,,False,0.0,106944.73,543.45,0.5195643626044232,95.28983307409048,Distance_km,1.0,0.0,0,1188.274788606433,0.0,PASS,368,294.40000000000003,437285.1222071674,349828.09776573395,41979.37173188807,0.12,0.0459834890110702,0.0
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0396801479936877,42320.30233397291,133732.1553753544,EY5706,2025-05-22 10:00:00,False,,False,0.0,242564.15,551.33,0.5273916610511084,95.75096121441882,Distance_km,1.0,0.0,0,2695.157168672011,0.0,PASS,368,294.40000000000003,991817.8380713,793454.27045704,95214.5124548448,0.12,0.0079552735216115,0.0
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,45591.8525682389,144070.25411563495,0.0367198021517302,47265.97637427549,149360.48534271054,EY6906,2027-05-03 16:00:00,False,,False,0.0,263985.52,565.79,0.5226881334678386,95.40448628895014,Distance_km,1.0,0.0,0,2933.1724707086787,0.0,PASS,368,294.40000000000003,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,0.0264049780881554,0.0
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.022931921201338,41638.56379854165,131577.86160339162,EY9841,2025-09-13 09:00:00,False,,False,0.0,242564.15,542.45,0.5307091042018072,97.91635161528492,Distance_km,1.0,0.0,0,2695.157168672011,0.0,PASS,368,294.40000000000003,991817.8380713,793454.27045704,95214.5124548448,0.12,0.0132433298457212,0.0
OIIE,OMDB,B77W,GE90-115B,1199.8636074996691,18650.11527327721,58934.36426355599,0.0266237276026458,19146.65086207089,60503.41672414401,EY4628,2027-06-25 00:00:00,False,,False,0.0,107987.72,560.28,0.4992968913485595,92.014625723729,Distance_km,1.0,0.0,0,1199.8636074996691,0.0,PASS,368,294.40000000000003,441549.8075598782,353239.84604790265,42388.78152574832,0.12,0.0899424722607845,0.0
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0387410034169275,34256.651407109486,108251.01844646598,EY7474,2025-09-02 05:00:00,False,,False,0.0,196523.83,550.83,0.5426857053307557,96.74970528214286,Distance_km,1.0,0.0,0,2183.5981570754825,0.0,PASS,368,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,0.002821613093507,0.0
VVNB,OMDB,B77W,GE90-115B,5144.178669435487,77692.83304322942,245509.35241660496,0.0335386521156326,80298.54594254422,253743.4051784397,EY6698,2025-12-02 10:00:00,False,,False,0.0,462976.08,548.07,0.5181339975275533,94.3502551715526,Distance_km,1.0,0.0,0,5144.178669435487,0.0,PASS,368,294.40000000000003,1893057.7503522595,1514446.2002818077,181733.5440338169,0.12,0.0096910812118685,0.0
LIPZ,OMDB,B77W,GE90-115B,4430.408518368199,66912.7204651807,211444.19666997105,0.026987597968641,68718.53406408305,217150.5676425025,EY9401,2025-06-02 19:00:00,False,,False,0.0,398736.77,544.6,0.5363746141252925,97.2919373661122,Distance_km,1.0,0.0,0,4430.408518368199,0.0,PASS,368,294.40000000000003,1630390.334759497,1304312.267807598,156517.47213691176,0.12,0.0122656591986554,0.0
LOWW,OMDB,B77W,GE90-115B,4222.8969237351375,63778.660644873176,201540.56763779925,0.0361115399752565,66081.80629831883,208818.5079026875,EY6152,2026-04-14 01:00:00,False,,False,0.0,380060.72,549.43,0.5041560870422745,93.1604426726084,Distance_km,1.0,0.0,0,4222.8969237351375,0.0,PASS,368,294.40000000000003,1554026.0679345306,1243220.8543476246,149186.50252171495,0.12,0.0101905549162537,0.0
VCBI,OMDB,B77W,GE90-115B,3288.155168291381,49661.200927596976,156929.39493120645,0.0259582894959752,50950.32075799334,161003.01359525896,EY5414,2026-12-31 01:00:00,False,,False,0.0,295933.97,544.05,0.5233559751163213,96.39354848534146,Distance_km,1.0,0.0,0,3288.155168291381,0.0,PASS,368,294.40000000000003,1210041.1019312283,968032.8815449828,116163.94578539793,0.12,0.0049344117044802,0.0
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.034085338347951,42092.56495131199,133012.5052461459,EY3406,2026-01-10 00:00:00,False,,False,0.0,242564.15,548.36,0.5268882361717383,96.83277344206503,Distance_km,1.0,0.0,0,2695.157168672011,0.0,PASS,368,294.40000000000003,991817.8380713,793454.27045704,95214.5124548448,0.12,0.0038626142925683,0.0
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,41892.25472058189,132379.5249170388,0.0239471928278273,42895.45662236813,135549.6429266833,EY6937,2026-09-27 03:00:00,False,,False,0.0,242564.15,558.82,0.5420634997007898,95.75097188364754,Distance_km,1.0,0.0,0,2695.157168672011,0.0,PASS,368,294.40000000000003,991817.8380713,793454.27045704,95214.5124548448,0.12,0.0179616098509398,0.0
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0238314648300009,46827.18899144947,147973.91721298033,EY7493,2026-08-12 21:00:00,False,,False,0.0,272550.64,542.92,0.5334849913873079,95.05144804542778,Distance_km,1.0,0.0,0,3028.340480393419,0.0,PASS,368,294.40000000000003,1114429.296784778,891543.4374278226,106985.21249133872,0.12,0.0104919565641091,0.0
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,17946.58403083993,56711.20553745418,0.0389049690448639,18644.79532702081,58917.55323338576,EY7934,2027-05-11 22:00:00,False,,False,0.0,106944.73,550.92,0.5056566022972586,93.31781396507353,Distance_km,1.0,0.0,0,1188.274788606433,0.0,PASS,368,294.40000000000003,437285.1222071674,349828.09776573395,41979.37173188807,0.12,0.081702401287229,0.0
LPPT,OMDB,B77W,GE90-115B,6137.792934575513,92699.44773753718,292930.2548506175,0.0211624433108884,94661.19454523346,299129.3747629378,EY4393,2027-03-15 03:00:00,False,,False,0.0,552401.36,541.51,0.5117666954074552,93.88731179382418,Distance_km,1.0,0.0,0,6137.792934575513,0.0,PASS,368,294.40000000000003,2258707.7999237888,1806966.2399390312,216835.94879268372,0.12,0.0064765044843809,0.0
LSZH,OMDB,B77W,GE90-115B,4767.911328678359,74110.1699699982,234188.1371051944,0.0308799102256192,76398.68536547713,241419.84575490773,EY1651,2026-10-31 15:00:00,False,,False,0.0,429112.02,562.6,0.5043778824292446,92.73738016773868,Distance_km,1.0,0.0,0,4767.911328678359,0.0,PASS,368,294.40000000000003,1754591.368953636,1403673.095162909,168440.77141954907,0.12,0.0206209828746298,0.0
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0283964037139994,45557.83353840171,143962.7539813494,EY9550,2027-04-08 21:00:00,False,,False,0.0,263985.52,545.34,0.5267957434849972,97.21718679937727,Distance_km,1.0,0.0,0,2933.1724707086787,0.0,PASS,368,294.40000000000003,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,0.0029924998427468,0.0
KEWR,OMDB,B77W,GE90-115B,11020.663855060637,171300.01276830724,541308.0403478509,0.0222382140064782,175109.41911156132,553345.7643925338,EY1223,2026-06-24 17:00:00,False,,False,0.0,991859.75,557.89,0.5261394462360134,96.6412011863973,Distance_km,1.0,0.0,0,11020.663855060637,0.0,PASS,368,294.40000000000003,4055604.298662314,3244483.438929852,389338.01267158217,0.12,0.0175431936362442,0.0
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0227488917308404,13485.04123183482,42612.73029259803,EY1124,2027-02-02 17:00:00,False,,False,0.0,78570.74,542.35,0.5035695123464383,93.00704036132336,Distance_km,1.0,0.0,0,873.0082487769301,0.0,PASS,368,294.40000000000003,321267.0355499103,257013.62843992823,30841.63541279139,0.12,0.1526502415870298,0.0
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.0258416615864718,33831.24386565933,106906.73061548348,EY8396,2026-04-20 09:00:00,False,,False,0.0,196523.83,543.99,0.5366943714710374,97.76667126597164,Distance_km,1.0,0.0,0,2183.5981570754825,0.0,PASS,368,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,0.0024762736685745,0.0
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0358750489663659,13658.110861113078,43159.63032111733,EY1761,2025-08-09 11:00:00,False,,False,0.0,78570.74,549.31,0.5124876344955803,93.01424263315432,Distance_km,1.0,0.0,0,873.0082487769301,0.0,PASS,368,294.40000000000003,321267.0355499103,257013.62843992823,30841.63541279139,0.12,0.1348783167639658,0.0
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,40705.11725711036,128628.17053246874,0.0377842458160725,42243.12941352508,133488.28894673925,EY5157,2027-02-27 10:00:00,False,,False,0.0,242564.15,550.32,0.5242509310694978,96.20452778869216,Distance_km,1.0,0.0,0,2695.157168672011,0.0,PASS,368,294.40000000000003,991817.8380713,793454.27045704,95214.5124548448,0.12,0.0027822557034117,0.0
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,45591.8525682389,144070.25411563495,0.0323933774591106,47068.72665754198,148737.17623783267,EY4083,2026-01-01 22:00:00,False,,False,0.0,263985.52,563.43,0.5270027050145104,96.94597198989608,Distance_km,1.0,0.0,0,2933.1724707086787,0.0,PASS,368,294.40000000000003,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,0.0229120886185402,0.0
WIII,OMDB,B77W,GE90-115B,6547.085129081878,98881.01182717826,312463.9973738833,0.0330163151942837,102145.69848039409,322780.4071980453,EY9383,2026-01-10 21:00:00,False,,False,0.0,589237.66,547.79,0.5295872744546347,93.83373938576624,Distance_km,1.0,0.0,0,6547.085129081878,0.0,PASS,368,294.40000000000003,2409327.327502131,1927461.8620017048,231295.4234402046,0.12,0.0097001869758273,0.0
VVNB,OMDB,B77W,GE90-115B,5144.178669435487,79958.69244774312,252669.46813486825,0.0379823268268546,82995.70963694125,262266.44245273434,EY4909,2025-06-29 21:00:00,False,,False,0.0,462976.08,566.48,0.5260403574625443,97.1419320024098,Distance_km,1.0,0.0,0,5144.178669435487,0.0,PASS,368,294.40000000000003,1893057.7503522595,1514446.2002818077,181733.5440338169,0.12,0.0180371982915308,0.0
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0240441071579511,13502.118770202163,42666.69531383884,EY5985,2026-03-26 15:00:00,False,,False,0.0,78570.74,543.04,0.5074823766967821,92.89693524365488,Distance_km,1.0,0.0,0,873.0082487769301,0.0,PASS,368,294.40000000000003,321267.0355499103,257013.62843992823,30841.63541279139,0.12,0.1585367283037474,0.0
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,18469.98412596258,58365.14983804176,0.0334501472835071,19087.807815300068,60317.47269634822,EY2468,2025-12-24 00:00:00,False,Low,False,0.0,106944.73,564.01,0.533556750860924,97.94608603189404,Distance_km,1.0,0.0,0,1188.274788606433,0.0,PASS,368,294.40000000000003,437285.1222071674,349828.09776573395,41979.37173188807,0.12,0.0632944582752611,0.0
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,17946.58403083993,56711.20553745418,0.0322823112408985,18525.941242234447,58541.974325460855,EY1447,2026-10-26 21:00:00,False,,False,0.0,106944.73,547.4,0.5162479131071163,93.61484856766916,Distance_km,1.0,0.0,0,1188.274788606433,0.0,PASS,368,294.40000000000003,437285.1222071674,349828.09776573395,41979.37173188807,0.12,0.0502229407290784,0.0
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,44299.87636467027,139987.60931235808,0.0345187476200221,45829.05261650051,144819.8062681416,EY5606,2026-01-24 00:00:00,True,,False,149.21947845416568,263985.52,548.59,0.5261997126706267,94.07294443354073,Distance_km,0.9491,94.31,0,2783.952992254513,94.31,PASS,368,294.40000000000003,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,0.0035590995468123,149.21947845416568
VABB,OMDB,B77W,GE90-115B,1926.162367196581,29090.943535438622,91927.38157198606,0.0327842864957355,30044.669362735705,94941.15518624484,EY7502,2025-06-06 03:00:00,False,,False,0.0,173354.61,547.67,0.537861683607341,95.26427169906906,Distance_km,1.0,0.0,0,1926.162367196581,0.0,PASS,368,294.40000000000003,708827.7511283418,567062.2009026735,68047.46410832083,0.12,0.0144910371961027,0.0
LPPT,OMDB,B77W,GE90-115B,6137.792934575513,95402.96500189608,301473.36940599163,0.026786432298023,97958.47006495004,309548.76540524216,EY8750,2025-07-21 01:00:00,False,,False,0.0,552401.36,560.37,0.5331419551750927,97.4697509046592,Distance_km,1.0,0.0,0,6137.792934575513,0.0,PASS,368,294.40000000000003,2258707.7999237888,1806966.2399390312,216835.94879268372,0.12,0.0187608256089778,0.0
OTHH,OMDB,B77W,GE90-115B,377.72832102530685,5704.85305175821,18027.335643555947,0.027373086191071,5861.012486051382,18520.79945592237,EY3014,2026-01-22 00:00:00,False,,False,0.0,33995.55,544.8,0.5238061846775398,96.7362946029176,Distance_km,1.0,0.0,0,377.72832102530685,0.0,PASS,368,294.40000000000003,139004.02213731292,111203.21770985036,13344.386125182042,0.12,0.0103577254877239,0.0
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0355226724302122,48943.35981418717,154661.01701283146,EY6634,2026-08-23 14:00:00,False,,False,0.0,273669.9,565.14,0.5529247501272279,97.64577338547709,Distance_km,1.0,0.0,0,3040.7766919697865,0.0,PASS,368,294.40000000000003,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,0.0237330620457961,0.0
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0384416936013532,13393.473240006551,42323.37543842071,EY2976,2025-03-29 04:00:00,False,,False,0.0,76857.93,550.67,0.5270423307893967,95.63681624225984,Distance_km,1.0,0.0,0,853.9770187554841,0.0,PASS,368,294.40000000000003,314263.5429020182,251410.83432161456,30169.300118593743,0.12,0.10060459912669,0.0
VOMM,OMDB,B77W,GE90-115B,2933.1724707086787,45591.8525682389,144070.25411563495,0.0348649024458434,47181.40806035583,149093.2494707244,EY8450,2025-09-02 18:00:00,False,,False,0.0,263985.52,564.78,0.5196898103631068,92.7848780497903,Distance_km,1.0,0.0,0,2933.1724707086787,0.0,PASS,368,294.40000000000003,1079407.4692207938,863525.9753766351,103623.1170451962,0.12,0.0251586430575513,0.0
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,17946.58403083993,56711.20553745418,0.0213540958486782,18329.817106390845,57922.222056195074,EY9038,2027-02-08 14:00:00,True,,False,111.58787916380184,106944.73,541.61,0.520857941825991,96.15372429568352,Distance_km,0.9061,70.52,0,1076.6869094426313,70.52,PASS,368,294.40000000000003,437285.1222071674,349828.09776573395,41979.37173188807,0.12,0.0290142479481297,111.58787916380184
EGBB,OMDB,B77W,GE90-115B,5603.408765882395,87096.74895863316,275225.7267092808,0.0387983360229033,90475.95789123268,285904.02693629527,EY8617,2026-10-11 09:00:00,False,High,False,0.0,504306.79,566.92,0.5238081004723686,93.1476135759012,Distance_km,1.0,0.0,0,5603.408765882395,0.0,PASS,368,294.40000000000003,2062054.4258447213,1649643.5406757772,197957.22488109325,0.12,0.0201203730774209,0.0
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,17946.58403083993,56711.20553745418,0.0386831601000597,18640.81461415409,58904.97418072692,EY7024,2025-07-01 13:00:00,False,Low,False,0.0,106944.73,550.8,0.5332999997914148,94.62391199893412,Distance_km,1.0,0.0,0,1188.274788606433,0.0,PASS,368,294.40000000000003,437285.1222071674,349828.09776573395,41979.37173188807,0.12,0.0815063004653314,0.0
VVTS,OMDB,B77W,GE90-115B,5618.742223034879,87335.08500086685,275978.86860273924,0.0236018363116369,89396.35338132022,282492.47668497195,EY2656,2026-08-30 09:00:00,False,,False,0.0,505686.8,558.63,0.5242912886191823,95.96303073593072,Distance_km,1.0,0.0,0,5618.742223034879,0.0,PASS,368,294.40000000000003,2067697.1380768355,1654157.710461469,198498.92525537623,0.12,0.0151887069182264,0.0
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,47264.40194624096,149355.51015012144,0.0372705846154527,49025.9738382771,154922.07732895564,EY3927,2025-03-06 04:00:00,False,,False,0.0,273669.9,566.09,0.5143197186561477,93.75690789807308,Distance_km,1.0,0.0,0,3040.7766919697865,0.0,PASS,368,294.40000000000003,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,0.0181010302230921,0.0
OBBI,OMDB,B77W,GE90-115B,487.057574374108,7570.593732506722,23923.076194721245,0.0342527259311316,7829.907204762217,24742.50676704861,EY7464,2026-03-23 06:00:00,False,,False,0.0,43835.18,564.44,0.543698798747335,96.52926814513282,Distance_km,1.0,0.0,0,487.057574374108,0.0,PASS,368,294.40000000000003,179237.18736967174,143389.74989573742,17206.76998748849,0.12,0.1617521332459962,0.0
OBBI,OMDB,A320,V2527-A5,487.057574374108,1815.292230137852,5736.323447235612,0.0220067318222675,1855.2408794255416,5862.561178984713,EY8145,2025-12-14 15:00:00,False,,False,0.0,43835.18,133.74,0.1287195678088807,95.26792977049898,Distance_km,1.0,0.0,0,487.057574374108,0.0,PASS,150,120.0,73058.6361561162,58446.90892489296,7013.629070987155,0.12,2.4199399903485905,0.0
LFPG,OMDB,B77W,GE90-115B,5238.6214414794895,79119.20778486718,250016.6966001803,0.0301082777249766,81501.35086623409,257544.2687372997,EY6703,2026-04-22 12:00:00,False,,False,0.0,471475.93,546.25,0.5051065852193682,92.47075626719976,Distance_km,1.0,0.0,0,5238.6214414794895,0.0,PASS,368,294.40000000000003,1927812.690464452,1542250.152371562,185070.01828458745,0.12,0.0077463503555393,0.0
OPKC,OMDB,B77W,GE90-115B,1188.274788606433,18469.98412596258,58365.14983804176,0.0366779386376186,19147.425070372425,60505.86322237687,EY9907,2026-06-03 08:00:00,False,,False,0.0,106944.73,565.77,0.5367778243789678,96.23475124345435,Distance_km,1.0,0.0,0,1188.274788606433,0.0,PASS,368,294.40000000000003,437285.1222071674,349828.09776573395,41979.37173188807,0.12,0.0883865778672017,0.0
LTFM,OMDB,B77W,GE90-115B,3028.340480393419,45737.20441305712,144529.56594526052,0.0344239940052419,47311.661663588726,149504.85085694038,EY3645,2026-04-16 07:00:00,False,,False,0.0,272550.64,548.54,0.5132729819150476,94.81430113118536,Distance_km,1.0,0.0,0,3028.340480393419,0.0,PASS,368,294.40000000000003,1114429.296784778,891543.4374278226,106985.21249133872,0.12,0.0047471855527868,0.0
LEMD,OMDB,B77W,GE90-115B,5648.827179666825,85314.5691784598,269594.038603933,0.0231870161735866,87292.75947384334,275845.119937345,EY4105,2026-02-17 19:00:00,False,,False,0.0,508394.45,542.58,0.5458745928499552,96.5819797687038,Distance_km,1.0,0.0,0,5648.827179666825,0.0,PASS,368,294.40000000000003,2078768.402117392,1663014.7216939137,199561.7666032696,0.12,0.0076947801836666,0.0
LFPG,OMDB,B77W,GE90-115B,5238.6214414794895,79119.20778486718,250016.6966001803,0.0338692414952577,81798.91534024631,258484.5724751784,EY4436,2026-11-29 21:00:00,True,,False,309.7657895402388,471475.93,548.25,0.5184377911292259,92.22405797967431,Distance_km,0.9409,195.77,0,4928.8556519392505,195.77,PASS,368,294.40000000000003,1927812.690464452,1542250.152371562,185070.01828458745,0.12,0.006730053589518,309.7657895402388
VOBL,OMDB,B77W,GE90-115B,2695.157168672011,41892.25472058189,132379.5249170388,0.0319535954138675,43230.86287889804,136609.5266973178,EY9287,2027-06-18 17:00:00,False,,False,0.0,242564.15,563.19,0.5104964649252619,94.2056317258285,Distance_km,1.0,0.0,0,2695.157168672011,0.0,PASS,368,294.40000000000003,991817.8380713,793454.27045704,95214.5124548448,0.12,0.0220752023685696,0.0
LOWW,OMDB,B77W,GE90-115B,4222.8969237351375,63778.660644873176,201540.56763779925,0.0264820966996615,65467.6533034456,206877.7844388881,EY6078,2026-08-18 07:00:00,False,,False,0.0,380060.72,544.33,0.5102922858804254,93.9989647512068,Distance_km,1.0,0.0,0,4222.8969237351375,0.0,PASS,368,294.40000000000003,1554026.0679345306,1243220.8543476246,149186.50252171495,0.12,0.0096119398054521,0.0
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0286202309927883,13562.455397397458,42857.35905577597,EY5947,2025-05-24 23:00:00,False,,False,0.0,78570.74,545.46,0.5091010965888536,93.19707899963032,Distance_km,1.0,0.0,0,873.0082487769301,0.0,PASS,368,294.40000000000003,321267.0355499103,257013.62843992823,30841.63541279139,0.12,0.1501351987158618,0.0
VOHS,OMDB,B77W,GE90-115B,2546.807816044138,38464.58825793909,121548.09889508752,0.0241355225699318,39392.95119598171,124481.7257793022,EY3420,2025-12-13 14:00:00,False,,False,0.0,229212.7,543.08,0.5343548571490762,97.22033604651692,Distance_km,1.0,0.0,0,2546.807816044138,0.0,PASS,368,294.40000000000003,937225.2763042428,749780.2210433943,89973.6265252073,0.1199999999999999,0.0135346234368959,0.0
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,12897.665148206352,40756.62186833208,0.0205273478516023,13162.420007177072,41593.24722267955,EY2506,2025-07-08 06:00:00,False,,False,0.0,76857.93,541.17,0.5460054784434234,96.37063752747144,Distance_km,1.0,0.0,0,853.9770187554841,0.0,PASS,368,294.40000000000003,314263.5429020182,251410.83432161456,30169.300118593743,0.12,0.1003179189542668,0.0
VRMM,OMDB,B77W,GE90-115B,3040.7766919697865,45925.02924803686,145123.09242379648,0.0295375247511986,47281.54093615027,149409.66935823485,EY7370,2026-03-23 22:00:00,False,,False,0.0,273669.9,545.95,0.5074455143267822,93.37878490157256,Distance_km,1.0,0.0,0,3040.7766919697865,0.0,PASS,368,294.40000000000003,1119005.8226448814,895204.6581159052,107424.55897390864,0.12,0.0101833227949733,0.0
HAAB,OMDB,B77W,GE90-115B,2518.957689053289,38043.96615175353,120218.93303954117,0.021671940792998,38868.45273372515,122824.31063857148,EY9571,2026-04-23 07:00:00,True,,True,156.97581681382613,226706.19,541.78,0.5327436069983617,95.41178150968211,Distance_km,0.9377,99.21,0,2361.981872239463,99.21,PASS,368,294.40000000000003,926976.4295716104,741581.1436572884,88989.7372388746,0.12,0.0201688770818191,156.97581681382613
OERK,OMDB,B77W,GE90-115B,873.0082487769301,13185.094934704375,41664.89999366583,0.0223668142103319,13480.003503454496,42596.81107091621,EY7779,2025-10-12 22:00:00,False,,False,0.0,78570.74,542.15,0.5013076174990272,92.41308824917664,Distance_km,1.0,0.0,0,873.0082487769301,0.0,PASS,368,294.40000000000003,321267.0355499103,257013.62843992823,30841.63541279139,0.12,0.1523335712000433,0.0
VIDP,OMDB,B77W,GE90-115B,2183.5981570754825,32979.01141326143,104213.67606590613,0.030097737737156,33971.60504960845,107350.2719567627,EY7034,2026-06-10 17:00:00,False,,False,0.0,196523.83,546.25,0.5177742405134117,94.74506980398404,Distance_km,1.0,0.0,0,2183.5981570754825,0.0,PASS,368,294.40000000000003,803564.1218037775,642851.2974430221,77142.15569316265,0.12,0.0023334964706767,0.0
OKBK,OMDB,B77W,GE90-115B,853.9770187554841,13273.816907997005,41945.26142927054,0.0364473683625634,13757.612602419997,43474.055823647184,EY3374,2025-12-17 03:00:00,False,,False,0.0,76857.93,565.64,0.5229766496082067,96.06168507922062,Distance_km,1.0,0.0,0,853.9770187554841,0.0,PASS,368,294.40000000000003,314263.5429020182,251410.83432161456,30169.300118593743,0.12,0.1265823468017416,0.0
